GeneNames	Score
DUSP16	8.03785005479996e-06
TCEANC2	8.03695988085279e-06
SLC2A1-DT	8.0362911866871e-06
PTX3	8.03196109230307e-06
POPDC2	8.03156636096004e-06
TMEM132D	8.03082767332134e-06
TSTD1	8.02977075334327e-06
GPX7	8.0295612301198e-06
LINC00937	8.02921604922333e-06
LINC01252	8.02856639484096e-06
MON1A	8.02757273893713e-06
SLC39A1	8.02684494045604e-06
SF3A3	8.02655616136687e-06
RPL30	8.02598568391433e-06
CDO1	8.0256202188682e-06
AK5	8.02444492779612e-06
PAG1	8.02344372759893e-06
PAQR8	8.02264315674187e-06
CCDC183	8.02222676137952e-06
PCSK9	8.02213347637934e-06
CEP104	8.02159370526432e-06
IL10	8.02088409832778e-06
PRPH2	8.02020914847119e-06
FBXW8	8.01903220982808e-06
CSGALNACT2-DT	8.01857300898944e-06
GGCT	8.01709794308237e-06
PAQR6	8.01661638232119e-06
RTN3	8.01578202911185e-06
MMEL1	8.01522877342576e-06
ZNF169	8.01423612122602e-06
GPR137	8.01402029816666e-06
HERPUD2	8.01370750880955e-06
SELENOK	8.01260080351388e-06
SIGIRR	8.01228669854098e-06
CSGALNACT1	8.01223976328883e-06
