GeneNames	Score
CDHR1	3.8909644576999e-05
CDK11A	3.8909644576999e-05
CDK11B	3.8909644576999e-05
CDK13	3.8909644576999e-05
CDK2AP1	3.8909644576999e-05
CDK7	3.8909644576999e-05
CDKN2A	3.8909644576999e-05
CDKN2AIPNL	3.8909644576999e-05
CDO1	3.8909644576999e-05
CDV3	3.8909644576999e-05
CELA1	3.8909644576999e-05
CELF1	3.8909644576999e-05
CELSR2	3.8909644576999e-05
CENATAC	3.8909644576999e-05
CENPK	3.8909644576999e-05
CENPP	3.8909644576999e-05
CENPQ	3.8909644576999e-05
CEP104	3.8909644576999e-05
CEP126	3.8909644576999e-05
CEP15	3.8909644576999e-05
CEP164	3.8909644576999e-05
CEP170	3.8909644576999e-05
CEP41	3.8909644576999e-05
CEP43	3.8909644576999e-05
CEP57	3.8909644576999e-05
CEP63	3.8909644576999e-05
CEP72	3.8909644576999e-05
CEP78	3.8909644576999e-05
CEP85	3.8909644576999e-05
CEP85L	3.8909644576999e-05
CEP97	3.8909644576999e-05
CEPT1	3.8909644576999e-05
CFAP251	3.8909644576999e-05
CFAP276	3.8909644576999e-05
CFAP418	3.8909644576999e-05
CFAP44	3.8909644576999e-05
CFAP45	3.8909644576999e-05
CFAP70	3.8909644576999e-05
CFAP97D2	3.8909644576999e-05
CFL1	3.8909644576999e-05
CGAS	3.8909644576999e-05
CGGBP1	3.8909644576999e-05
CHCHD2	3.8909644576999e-05
CHCHD7	3.8909644576999e-05
CHD1-DT	3.8909644576999e-05
CHD1L	3.8909644576999e-05
CHD4	3.8909644576999e-05
CHD7	3.8909644576999e-05
CHFR	3.8909644576999e-05
CHI3L1	3.8909644576999e-05
CHI3L2	3.8909644576999e-05
CHIT1	3.8909644576999e-05
CHMP2B	3.8909644576999e-05
CHMP4C	3.8909644576999e-05
CHMP7	3.8909644576999e-05
CHN2	3.8909644576999e-05
CHPF2	3.8909644576999e-05
CHPT1	3.8909644576999e-05
CHRAC1	3.8909644576999e-05
CHRNA2	3.8909644576999e-05
CHRNB2	3.8909644576999e-05
CHST1	3.8909644576999e-05
CHST11	3.8909644576999e-05
CHST13	3.8909644576999e-05
CHST15	3.8909644576999e-05
CHST2	3.8909644576999e-05
CIMAP2	3.8909644576999e-05
CIP2A	3.8909644576999e-05
CISD1	3.8909644576999e-05
CITED4	3.8909644576999e-05
CIZ1	3.8909644576999e-05
CKAP2	3.8909644576999e-05
CKAP2-DT	3.8909644576999e-05
CKAP4	3.8909644576999e-05
CKS2	3.8909644576999e-05
CLCN1	3.8909644576999e-05
CLCN2	3.8909644576999e-05
CLCN6	3.8909644576999e-05
CLDN10	3.8909644576999e-05
CLDN15	3.8909644576999e-05
CLDN23	3.8909644576999e-05
CLEC12A	3.8909644576999e-05
CLEC12B	3.8909644576999e-05
CLEC1A	3.8909644576999e-05
CLEC1B	3.8909644576999e-05
CLEC2L	3.8909644576999e-05
CLEC4A	3.8909644576999e-05
CLEC4C	3.8909644576999e-05
CLEC4D	3.8909644576999e-05
CLEC4E	3.8909644576999e-05
CLEC6A	3.8909644576999e-05
CLEC7A	3.8909644576999e-05
CLECL1P	3.8909644576999e-05
CLIC1	3.8909644576999e-05
CLIC3	3.8909644576999e-05
CLIC4	3.8909644576999e-05
CLINT1	3.8909644576999e-05
CLK4	3.8909644576999e-05
CLN8	3.8909644576999e-05
CLPB	3.8909644576999e-05
CLSTN3	3.8909644576999e-05
CLTA	3.8909644576999e-05
CLTB	3.8909644576999e-05
CLYBL	3.8909644576999e-05
CMBL	3.8909644576999e-05
CMKLR1	3.8909644576999e-05
CMSS1	3.8909644576999e-05
CMTM8	3.8909644576999e-05
CNIH4	3.8909644576999e-05
CNKSR1	3.8909644576999e-05
CNNM2	3.8909644576999e-05
CNOT2	3.8909644576999e-05
CNOT7	3.8909644576999e-05
CNPY2	3.8909644576999e-05
CNPY4	3.8909644576999e-05
CNR1	3.8909644576999e-05
CNR2	3.8909644576999e-05
CNTLN	3.8909644576999e-05
CNTNAP2	3.8909644576999e-05
CNTNAP3	3.8909644576999e-05
CNTRL	3.8909644576999e-05
COA1	3.8909644576999e-05
COA6	3.8909644576999e-05
COG5	3.8909644576999e-05
COG6	3.8909644576999e-05
COL17A1	3.8909644576999e-05
COL23A1	3.8909644576999e-05
COL4A1	3.8909644576999e-05
COL9A2	3.8909644576999e-05
COLGALT2	3.8909644576999e-05
COLQ	3.8909644576999e-05
COMMD10	3.8909644576999e-05
COMMD5	3.8909644576999e-05
COPA	3.8909644576999e-05
COPB1	3.8909644576999e-05
COPG2	3.8909644576999e-05
COPS6	3.8909644576999e-05
COPS7A	3.8909644576999e-05
COQ4	3.8909644576999e-05
COQ5	3.8909644576999e-05
COQ8A	3.8909644576999e-05
CORO1C	3.8909644576999e-05
CORO2A	3.8909644576999e-05
CORT	3.8909644576999e-05
COX14	3.8909644576999e-05
COX6A1	3.8909644576999e-05
COX8A	3.8909644576999e-05
CPA5	3.8909644576999e-05
CPEB4	3.8909644576999e-05
CPED1	3.8909644576999e-05
CPLANE2	3.8909644576999e-05
CPQ	3.8909644576999e-05
CPSF1	3.8909644576999e-05
CPTP	3.8909644576999e-05
CPVL	3.8909644576999e-05
CR1L	3.8909644576999e-05
CRABP2	3.8909644576999e-05
CRACR2A	3.8909644576999e-05
CRACR2B	3.8909644576999e-05
CRAT	3.8909644576999e-05
CRB2	3.8909644576999e-05
CRBN	3.8909644576999e-05
CRCP	3.8909644576999e-05
CREB3	3.8909644576999e-05
CREB3L1	3.8909644576999e-05
CREB3L4	3.8909644576999e-05
CREB5	3.8909644576999e-05
CREG1	3.8909644576999e-05
CRELD1	3.8909644576999e-05
CREM	3.8909644576999e-05
CRISP2	3.8909644576999e-05
CRISP3	3.8909644576999e-05
CROCC	3.8909644576999e-05
CRTAP	3.8909644576999e-05
CRY2	3.8909644576999e-05
CRYBG1	3.8909644576999e-05
CRYBG2	3.8909644576999e-05
CRYBG3	3.8909644576999e-05
CRYGS	3.8909644576999e-05
CRYL1	3.8909644576999e-05
CRYZ	3.8909644576999e-05
CSF1	3.8909644576999e-05
CSGALNACT1	3.8909644576999e-05
CSGALNACT2-DT	3.8909644576999e-05
CSTA	3.8909644576999e-05
CSTF2T	3.8909644576999e-05
CTBS	3.8909644576999e-05
CTH	3.8909644576999e-05
CTNNA1	3.8909644576999e-05
CTNNAL1	3.8909644576999e-05
CTNNB1	3.8909644576999e-05
CTPS1	3.8909644576999e-05
CTSB	3.8909644576999e-05
CTSC	3.8909644576999e-05
CTSF	3.8909644576999e-05
CTSK	3.8909644576999e-05
CTSL	3.8909644576999e-05
CTSS	3.8909644576999e-05
CTSW	3.8909644576999e-05
CUBN	3.8909644576999e-05
CUL1	3.8909644576999e-05
CUL2	3.8909644576999e-05
CUL7	3.8909644576999e-05
CUTA	3.8909644576999e-05
CUX1	3.8909644576999e-05
CWC15	3.8909644576999e-05
CWF19L1	3.8909644576999e-05
CWF19L2	3.8909644576999e-05
CX3CR1	3.8909644576999e-05
CYB5R1	3.8909644576999e-05
CYB5R2	3.8909644576999e-05
CYP21A2	3.8909644576999e-05
CYP3A5	3.8909644576999e-05
CYREN	3.8909644576999e-05
CYSLTR2	3.8909644576999e-05
CZIB	3.8909644576999e-05
DAGLA	3.8909644576999e-05
DAGLB	3.8909644576999e-05
DAP	3.8909644576999e-05
DAPK1	3.8909644576999e-05
DARS2	3.8909644576999e-05
DAXX	3.8909644576999e-05
DBH	3.8909644576999e-05
DBN1	3.8909644576999e-05
DCBLD1	3.8909644576999e-05
DCHS1	3.8909644576999e-05
DCLRE1C	3.8909644576999e-05
DCP1A	3.8909644576999e-05
