GeneNames	Score
CYP3A5	6.57504334125092e-06
NADK2	6.57462943449055e-06
ORM2	6.57417680833953e-06
EXO5	6.57350503757415e-06
SPDYE6	6.57331612684644e-06
CD151	6.57314781129497e-06
NSUN5	6.57298202247203e-06
ZNF107	6.57265787261938e-06
SLC38A4-AS1	6.57251078923823e-06
ZNF697	6.57233267061942e-06
RIC8A	6.57202236792686e-06
LARS2	6.57152018522025e-06
NUMA1	6.57125822239453e-06
C1R	6.57117326006415e-06
ARAP3	6.57089206611814e-06
ZNF189	6.5708738834722e-06
SERINC2	6.57055252828822e-06
ANKRD13D	6.57051435602963e-06
CTSS	6.5704842036657e-06
NOTCH4	6.57018566780463e-06
RNF214	6.5697533411768e-06
CHD1L	6.56964111012866e-06
TSPAN14	6.56960252520811e-06
SYT1	6.56959124035929e-06
C3orf20	6.56955381853997e-06
HSPA4	6.56946117563467e-06
RPL30	6.56945577793435e-06
CEP126	6.56911512038866e-06
WIPI2	6.56870919276345e-06
MYOM2	6.56834592014749e-06
PTK2B	6.56828500713528e-06
TBCA	6.56793943532604e-06
POU5F1	6.56745411465968e-06
GHITM	6.56699207841569e-06
HACD4	6.56671836193826e-06
PXK	6.56659859159892e-06
CCT6A	6.56617559970847e-06
PRPF38A	6.56598381063201e-06
TMEM41B	6.56586656376214e-06
PSMC3	6.56579915709746e-06
HERPUD2	6.5657929626563e-06
RNF7	6.56562256529941e-06
CORO2A	6.56560332612739e-06
ZNF138	6.56560004971156e-06
RPL14	6.56525548125907e-06
RSRC2	6.564707486257e-06
FUT10	6.5641621967524e-06
NEDD1	6.56401032024158e-06
NUTM2A	6.56379790001599e-06
NCKIPSD	6.56368186447198e-06
MDGA1	6.5636516317263e-06
KIAA1958	6.56327228975688e-06
KYAT3	6.56290902900724e-06
RNF187	6.56254410830622e-06
C12orf60	6.56179749599762e-06
RTN3	6.5613749325844e-06
LINC02021	6.56132288337934e-06
GALNT10	6.56129612115534e-06
TAPBPL	6.5606749526134e-06
PTX3	6.56040332186079e-06
